      # Time       Position       Velocity   Acceleration
       9.120000      -0.094656       0.148498       0.872307
       9.130000      -0.093127       0.157124       0.852712
       9.140000      -0.091514       0.165550       0.832363
       9.150000      -0.089817       0.173769       0.811286
       9.160000      -0.088039       0.181773       0.789505
       9.170000      -0.086182       0.189557       0.767045
       9.180000      -0.084249       0.197112       0.743932
       9.190000      -0.082241       0.204433       0.720192
       9.200000      -0.080161       0.211514       0.695852
       9.210000      -0.078011       0.218348       0.670940
       9.220000      -0.075795       0.224931       0.645483
       9.230000      -0.073514       0.231256       0.619508
       9.240000      -0.071171       0.237320       0.593046
       9.250000      -0.068768       0.243116       0.566124
       9.260000      -0.066309       0.248641       0.538771
       9.270000      -0.063796       0.253890       0.511018
       9.280000      -0.061232       0.258860       0.482893
       9.290000      -0.058620       0.263547       0.454427
       9.300000      -0.055962       0.267947       0.425649
       9.310000      -0.053262       0.272059       0.396591
       9.320000      -0.050522       0.275878       0.367282
       9.330000      -0.047745       0.279404       0.337753
       9.340000      -0.044935       0.282633       0.308034
       9.350000      -0.042094       0.285564       0.278156
       9.360000      -0.039225       0.288195       0.248150
       9.370000      -0.036331       0.290526       0.218046
       9.380000      -0.033415       0.292556       0.187874
       9.390000      -0.030481       0.294284       0.157666
       9.400000      -0.027531       0.295709       0.127451
       9.410000      -0.024568       0.296833       0.097259
       9.420000      -0.021595       0.297655       0.067122
       9.430000      -0.018615       0.298176       0.037067
       9.440000      -0.015632       0.298396       0.007126
       9.450000      -0.012649       0.298319      -0.022674
       9.460000      -0.009667       0.297943      -0.052302
       9.470000      -0.006691       0.297273      -0.081730
       9.480000      -0.003723       0.296310      -0.110930
       9.490000      -0.000765       0.295055      -0.139873
       9.500000       0.002178       0.293513      -0.168533
       9.510000       0.005104       0.291686      -0.196881
       9.520000       0.008010       0.289577      -0.224892
       9.530000       0.010894       0.287189      -0.252539
       9.540000       0.013753       0.284527      -0.279796
       9.550000       0.016584       0.281595      -0.306638
       9.560000       0.019384       0.278396      -0.333041
       9.570000       0.022151       0.274935      -0.358979
       9.580000       0.024882       0.271218      -0.384430
       9.590000       0.027575       0.267248      -0.409371
       9.600000       0.030226       0.263032      -0.433779
       9.610000       0.032835       0.258575      -0.457632
       9.620000       0.035397       0.253882      -0.480911
       9.630000       0.037911       0.248959      -0.503593
       9.640000       0.040375       0.243812      -0.525660
       9.650000       0.042787       0.238447      -0.547093
       9.660000       0.045144       0.232872      -0.567873
       9.670000       0.047444       0.227092      -0.587983
       9.680000       0.049685       0.221115      -0.607406
       9.690000       0.051865       0.214946      -0.626126
       9.700000       0.053983       0.208595      -0.644129
       9.710000       0.056037       0.202066      -0.661399
       9.720000       0.058024       0.195369      -0.677924
       9.730000       0.059943       0.188510      -0.693690
       9.740000       0.061794       0.181498      -0.708685
       9.750000       0.063573       0.174339      -0.722899
       9.760000       0.065280       0.167042      -0.736321
       9.770000       0.066913       0.159616      -0.748941
       9.780000       0.068472       0.152066      -0.760752
       9.790000       0.069954       0.144403      -0.771744
       9.800000       0.071360       0.136634      -0.781913
       9.810000       0.072687       0.128768      -0.791250
       9.820000       0.073935       0.120812      -0.799752
       9.830000       0.075103       0.112775      -0.807414
       9.840000       0.076190       0.104667      -0.814232
       9.850000       0.077196       0.096494      -0.820204
       9.860000       0.078120       0.088265      -0.825328
       9.870000       0.078961       0.079990      -0.829604
       9.880000       0.079719       0.071676      -0.833030
       9.890000       0.080394       0.063332      -0.835609
       9.900000       0.080986       0.054967      -0.837341
       9.910000       0.081494       0.046588      -0.838230
       9.920000       0.081918       0.038205      -0.838278
       9.930000       0.082258       0.029825      -0.837490
       9.940000       0.082514       0.021458      -0.835870
       9.950000       0.082687       0.013111      -0.833425
       9.960000       0.082776       0.004792      -0.830160
       9.970000       0.082783      -0.003490      -0.826084
       9.980000       0.082707      -0.011727      -0.821204
       9.990000       0.082549      -0.019911      -0.815530
      10.000000       0.082309      -0.028035      -0.809070
